mileage,price,model,year,description,brand,description_sentiment,description_sentiment_twtr
,"$5,299 ",Himalayan Gravel Grey,New 2022 Royal Enfield Standard,"2022 Royal Enfield Himalayan Gravel Grey, 2022 Royal Enfield Himalayan Gravel Grey",RE,"[{'label': '5 stars', 'score': 0.2654861509799957}]","[{'label': 'neutral', 'score': 0.9330359697341919}]"
,"$5,299 ",Himalayan Gravel Grey,New 2022 Royal Enfield Standard,"2022 Royal Enfield Himalayan Gravel Grey, 2022 Royal Enfield Himalayan Gravel Grey",RE,"[{'label': '5 stars', 'score': 0.2654861509799957}]","[{'label': 'neutral', 'score': 0.9330359697341919}]"
1 miles,"$5,908 ",INT650,New 2022 Royal Enfield Cruiser,,RE,,
,"$5,099 ",Scram 411 Graphite Blue,New 2023 Royal Enfield Standard,"2023 Royal Enfield Scram 411 Graphite Blue, 2023 Royal Enfield Scram 411 Graphite Blue",RE,"[{'label': '4 stars', 'score': 0.22675491869449615}]","[{'label': 'neutral', 'score': 0.9284297823905945}]"
,"$5,099 ",Scram 411 Skyline Blue,New 2023 Royal Enfield Standard,"2023 Royal Enfield Scram 411 Skyline Blue, 2023 Royal Enfield Scram 411 Skyline Blue",RE,"[{'label': '4 stars', 'score': 0.2371228039264679}]","[{'label': 'neutral', 'score': 0.9125364422798157}]"
,"$4,599 ",Classic 350 Halcyon Black,New 2023 Royal Enfield Standard,"2023 Royal Enfield Classic 350 Halcyon Black, 2023 Royal Enfield Classic 350 Halcyon Black",RE,"[{'label': '5 stars', 'score': 0.28241968154907227}]","[{'label': 'neutral', 'score': 0.9086948037147522}]"
,"$5,099 ",Scram 411 Graphite Blue,New 2023 Royal Enfield Standard,"2023 Royal Enfield Scram 411 Graphite Blue, 2023 Royal Enfield Scram 411 Graphite Blue",RE,"[{'label': '4 stars', 'score': 0.22675491869449615}]","[{'label': 'neutral', 'score': 0.9284297823905945}]"
,"$4,499 ",Classic 350 Halcyon Green,New 2022 Royal Enfield Standard,"2022 Royal Enfield Classic 350 Halcyon Green, 2022 Royal Enfield Classic 350 Halcyon Green",RE,"[{'label': '5 stars', 'score': 0.33890557289123535}]","[{'label': 'neutral', 'score': 0.9142257571220398}]"
,"$4,499 ",Classic 350 Halcyon Black,New 2022 Royal Enfield Standard,"2022 Royal Enfield Classic 350 Halcyon Black, 2022 Royal Enfield Classic 350 Halcyon Black",RE,"[{'label': '5 stars', 'score': 0.34666770696640015}]","[{'label': 'neutral', 'score': 0.9244478344917297}]"
,"$6,199 ",INT650,New 2022 Royal Enfield Cruiser,,RE,,
,"$6,699 ",INT650,New 2022 Royal Enfield Cruiser,,RE,,
,"$5,999 ",INT650,New 2022 Royal Enfield Cruiser,,RE,,
,"$6,649 ",Continental GT 650 Ventura Storm,New 2023 Royal Enfield Standard,"2023 Royal Enfield Continental GT 650 Ventura Storm, 2023 Royal Enfield Continental GT 650 Ventura Storm",RE,"[{'label': '5 stars', 'score': 0.24276947975158691}]","[{'label': 'neutral', 'score': 0.9334937334060669}]"
,"$6,149 ",INT650 Canyon Red,New 2023 Royal Enfield Standard,"2023 Royal Enfield INT650 Canyon Red, 2023 Royal Enfield INT650 Canyon Red",RE,"[{'label': '5 stars', 'score': 0.2714202404022217}]","[{'label': 'neutral', 'score': 0.9285210371017456}]"
,"$5,099 ",Scram 411 Blazing Black,New 2023 Royal Enfield Standard,"2023 Royal Enfield Scram 411 Blazing Black, 2023 Royal Enfield Scram 411 Blazing Black",RE,"[{'label': '1 star', 'score': 0.3367387056350708}]","[{'label': 'neutral', 'score': 0.9466480612754822}]"
,"$6,149 ",INT650 Mark 2,New 2023 Royal Enfield Standard,"2023 Royal Enfield INT650 Mark 2, 2023 Royal Enfield INT650 Mark 2",RE,"[{'label': '5 stars', 'score': 0.2805333733558655}]","[{'label': 'neutral', 'score': 0.9433006048202515}]"
3 miles,"$6,349 ",INT650,New 2023 Royal Enfield Cruiser,,RE,,
,"$4,299 ",Himalayan Mirage Silver,New 2022 Royal Enfield Dual Sport,"2022 Royal Enfield Himalayan Mirage Silver, 2022 Royal Enfield Himalayan Mirage Silver",RE,"[{'label': '5 stars', 'score': 0.3271540105342865}]","[{'label': 'neutral', 'score': 0.8787897825241089}]"
1 miles,"$5,679 ",Continental GT 650,New 2022 Royal Enfield Cruiser,,RE,,
5 miles,"$6,149 ",INT650,New 2023 Royal Enfield Cruiser,,RE,,
,"$4,699 ",Meteor 350 Fireball Red,New 2023 Royal Enfield Standard,"2023 Royal Enfield Meteor 350 Fireball Red, 2023 Royal Enfield Meteor Fireball Red",RE,"[{'label': '5 stars', 'score': 0.26774969696998596}]","[{'label': 'neutral', 'score': 0.913585901260376}]"
,"$5,099 ",Scram 411 Blazing Black,New 2023 Royal Enfield Standard,"2023 Royal Enfield Scram 411 Blazing Black, 2023 Royal Enfield Scram 411 Blazing Black",RE,"[{'label': '1 star', 'score': 0.3367387056350708}]","[{'label': 'neutral', 'score': 0.9466480612754822}]"
,"$4,799 ",Meteor 350 Stellar Black,New 2023 Royal Enfield Standard,"2023 Royal Enfield Meteor 350 Stellar Black, 2023 Royal Enfield Meteor 350 Supernova Brown",RE,"[{'label': '4 stars', 'score': 0.24938027560710907}]","[{'label': 'neutral', 'score': 0.8980966210365295}]"
,"$4,899 ",Meteor 350 Supernova Blue,New 2023 Royal Enfield Standard,"2023 Royal Enfield Meteor 350 Supernova Blue, 2023 Royal Enfield Meteor Fireball Red",RE,"[{'label': '5 stars', 'score': 0.27319347858428955}]","[{'label': 'neutral', 'score': 0.8922794461250305}]"
3 miles,"$6,149 ",INT650,New 2023 Royal Enfield Cruiser,"With its beautifully sculpted lines of the gleaming, hand-polished aluminum engine, classic teardrop tank and diamond-quilt-patterned twin seat, the INT650 harkens back to a golden era of motorcycling. The vintage-inspired aesthetics is augmented with the 36-spoke aluminum alloy rims and tires specially developed for Royal Enfield. What really brings the legend to life is the evocative exhaust note, one that meters on a power-on rumble, meant to turn heads and move your soul.",RE,"[{'label': '5 stars', 'score': 0.4571039378643036}]","[{'label': 'positive', 'score': 0.886951744556427}]"
5 miles,"$5,999 ",INT650,New 2022 Royal Enfield Cruiser,,RE,,
1 miles,"$5,399 ",Int650 Ventura Blue,New 2022 Royal Enfield Standard,"2022 Royal Enfield Int650 Ventura Blue, 2022 Royal Enfield Int650 Ventura Blue",RE,"[{'label': '5 stars', 'score': 0.3934022784233093}]","[{'label': 'neutral', 'score': 0.9302420020103455}]"
1 miles,"$5,399 ",Int650 Ventura Blue,New 2022 Royal Enfield Standard,"2022 Royal Enfield Int650 Ventura Blue, 2022 Royal Enfield Int650 Ventura Blue",RE,"[{'label': '5 stars', 'score': 0.3934022784233093}]","[{'label': 'neutral', 'score': 0.9302420020103455}]"
,"$6,649 ",Continental GT 650 Dux Deluxe BASE,New 2023 Royal Enfield Standard,"2023 Royal Enfield Continental GT 650 Dux Deluxe, 2023 Royal Enfield Continental GT 650 British Racing Green",RE,"[{'label': '5 stars', 'score': 0.2890993654727936}]","[{'label': 'neutral', 'score': 0.9213283658027649}]"
,"$5,099 ",Scram 411 White Flame,New 2023 Royal Enfield Standard,"2023 Royal Enfield Scram 411 White Flame, 2023 Royal Enfield Scram 411 Graphite Blue",RE,"[{'label': '4 stars', 'score': 0.22360552847385406}]","[{'label': 'neutral', 'score': 0.9273855686187744}]"
,"$6,349 ",INT650 Sunset Strip,New 2023 Royal Enfield Standard,"2023 Royal Enfield INT650 Sunset Strip, 2023 Royal Enfield INT650 Sunset Strip",RE,"[{'label': '5 stars', 'score': 0.2576056718826294}]","[{'label': 'neutral', 'score': 0.9311667084693909}]"
,"$5,099 ",Scram 411 Silver Spirit,New 2023 Royal Enfield Standard,"2023 Royal Enfield Scram 411 Silver Spirit, 2023 Royal Enfield Scram 411 Silver Spirit",RE,"[{'label': '5 stars', 'score': 0.241312175989151}]","[{'label': 'neutral', 'score': 0.90996915102005}]"
,"$4,699 ",Meteor 350 Fireball Yellow,New 2023 Royal Enfield Standard,"2023 Royal Enfield Meteor 350 Fireball Yellow, 2023 Royal Enfield Meteor Fireball Red",RE,"[{'label': '5 stars', 'score': 0.2399260699748993}]","[{'label': 'neutral', 'score': 0.9207629561424255}]"
,"$7,149 ",Continental GT 650 Mr.Clean BASE,New 2023 Royal Enfield Standard,"2023 Royal Enfield Continental GT 650 Mr.Clean, 2023 Royal Enfield Continental GT 650 Mr.Clean",RE,"[{'label': '5 stars', 'score': 0.31367039680480957}]","[{'label': 'neutral', 'score': 0.9063325524330139}]"
,"$6,349 ",Continental GT 650 British Racing Green,New 2023 Royal Enfield Standard,"2023 Royal Enfield Continental GT 650 British Racing Green, 2023 Royal Enfield Continental GT 650 British Racing Green",RE,"[{'label': '5 stars', 'score': 0.24229484796524048}]","[{'label': 'neutral', 'score': 0.9299626350402832}]"
,"$5,999 ",INT650,New 2022 Royal Enfield Cruiser,,RE,,
1 miles,"$4,649 ",Meteor Fireball Red,New 2022 Royal Enfield Standard,"2022 Royal Enfield Meteor Fireball Red, 2022 Royal Enfield Meteor Fireball Red",RE,"[{'label': '5 stars', 'score': 0.37960585951805115}]","[{'label': 'neutral', 'score': 0.9105605483055115}]"
,"$6,499 ",Continental GT Dux Deluxe,New 2022 Royal Enfield Standard,"2022 Royal Enfield Continental GT Dux Deluxe, 2022 Royal Enfield Continental GT Dux Deluxe",RE,"[{'label': '5 stars', 'score': 0.3372189402580261}]","[{'label': 'neutral', 'score': 0.8896714448928833}]"
,"$5,099 ",Scram 411 White Flame,New 2023 Royal Enfield Standard,"2023 Royal Enfield Scram 411 White Flame, 2023 Royal Enfield Scram 411 White Flame",RE,"[{'label': '3 stars', 'score': 0.21931979060173035}]","[{'label': 'neutral', 'score': 0.9324964284896851}]"
,"$6,349 ",INT650,New 2023 Royal Enfield Cruiser,"With its beautifully sculpted lines of the gleaming, hand-polished aluminum engine, classic teardrop tank and diamond-quilt-patterned twin seat, the INT650 harkens back to a golden era of motorcycling. The vintage-inspired aesthetics is augmented with the 36-spoke aluminum alloy rims and tires specially developed for Royal Enfield. What really brings the legend to life is the evocative exhaust note, one that meters on a power-on rumble, meant to turn heads and move your soul.",RE,"[{'label': '5 stars', 'score': 0.4491225779056549}]","[{'label': 'positive', 'score': 0.886951744556427}]"
10 miles,"$5,449 ",HIMALAYAN,New 2023 Royal Enfield Dual Sport,,RE,,
,"$6,149 ",INT650,New 2023 Royal Enfield Cruiser,"With its beautifully sculpted lines of the gleaming, hand-polished aluminum engine, classic teardrop tank and diamond-quilt-patterned twin seat, the INT650 harkens back to a golden era of motorcycling. The vintage-inspired aesthetics is augmented with the 36-spoke aluminum alloy rims and tires specially developed for Royal Enfield. What really brings the legend to life is the evocative exhaust note, one that meters on a power-on rumble, meant to turn heads and move your soul.",RE,"[{'label': '5 stars', 'score': 0.4471011459827423}]","[{'label': 'positive', 'score': 0.886951744556427}]"
6 miles,"$5,499 ",INT650,New 2022 Royal Enfield Cruiser,,RE,,
6 miles,"$5,999 ",INT650,New 2022 Royal Enfield Cruiser,,RE,,
6 miles,"$5,999 ",INT650,New 2022 Royal Enfield Cruiser,,RE,,
6 miles,"$5,999 ",INT650,New 2022 Royal Enfield Cruiser,,RE,,
1 miles,"$5,299 ",Himalayan Rock Red,New 2022 Royal Enfield Standard,"2022 Royal Enfield Himalayan Rock Red, *Vehicles are subject to prior sale. Unit is Rock Red. Offer can be terminated without notice and images are for illustration purposes only, accessories shown in pictures are not included in the selling price. Offer may be subject to mfg. guidelines, conditions & termination dates. Financing offer is W.A.C.: $662.77-down, $99.56 a mo @ 6.25% A.P.R. for 72 mos. Sale price 5299 plus all applicable taxes, doc, and added dealer markup. Rebates or cashback are applied when applicable. Please note occasionally human error can occur, therefore we reserve the right to amend pricing errors without notice. See dealer for details. #RM01654 - Expires 4/30/2023   2022 Royal Enfield Himalayan Rock Red",RE,"[{'label': '1 star', 'score': 0.3612821102142334}]","[{'label': 'neutral', 'score': 0.8183507919311523}]"
1 miles,"$4,699 ",Classic 350 Chrome Bronze,New 2022 Royal Enfield Standard,"2022 Royal Enfield Classic 350 Chrome Bronze,   2022 Royal Enfield Classic 350 Chrome Bronze",RE,"[{'label': '5 stars', 'score': 0.43861091136932373}]","[{'label': 'neutral', 'score': 0.8701584935188293}]"
,"$5,199 ",Int650 Downtown Drag,New 2022 Royal Enfield Classic / Vintage,"2022 Royal Enfield Int650 Downtown Drag, 2022 Royal Enfield Int650 Downtown Drag",RE,"[{'label': '5 stars', 'score': 0.38400179147720337}]","[{'label': 'neutral', 'score': 0.9364431500434875}]"
,"$6,199 ",Int650 Downtown Drag,New 2022 Royal Enfield Standard,"2022 Royal Enfield Int650 Downtown Drag, 2022 Royal Enfield Int650 Downtown Drag",RE,"[{'label': '5 stars', 'score': 0.3101937472820282}]","[{'label': 'neutral', 'score': 0.9364431500434875}]"
,"$6,999 ",Continental GT 650,New 2022 Royal Enfield Cruiser,,RE,,
6 miles,"$6,199 ",Continental GT 650,New 2022 Royal Enfield Cruiser,"The Continental GT 650 Twin echoes its predecessor's style, but it's a whole new motorcycle. Its ergonomics offers an optimum mix of steering feel and comfort. For that authentic look, the GT 650 comes with 36-spoke aluminum alloy rims & tires specially developed for Royal Enfield. The sculpted tank, weight-forward stance and rear set footrests, allow the rider to tuck-in in a classic riding position perfect for carving up the back roads or a ton of fun in the city",RE,"[{'label': '4 stars', 'score': 0.4746619760990143}]","[{'label': 'positive', 'score': 0.9023574590682983}]"
,"$6,149 ",INT650 Orange Crush,New 2023 Royal Enfield Standard,"2023 Royal Enfield INT650 Orange Crush, 2023 Royal Enfield INT650 Mark 2",RE,"[{'label': '5 stars', 'score': 0.2693265378475189}]","[{'label': 'neutral', 'score': 0.9082908034324646}]"
,"$6,849 ",INT650,New 2023 Royal Enfield Cruiser,"With its beautifully sculpted lines of the gleaming, hand-polished aluminum engine, classic teardrop tank and diamond-quilt-patterned twin seat, the INT650 harkens back to a golden era of motorcycling. The vintage-inspired aesthetics is augmented with the 36-spoke aluminum alloy rims and tires specially developed for Royal Enfield. What really brings the legend to life is the evocative exhaust note, one that meters on a power-on rumble, meant to turn heads and move your soul.",RE,"[{'label': '5 stars', 'score': 0.443795382976532}]","[{'label': 'positive', 'score': 0.886951744556427}]"
,"$6,349 ",INT650,New 2023 Royal Enfield Cruiser,"With its beautifully sculpted lines of the gleaming, hand-polished aluminum engine, classic teardrop tank and diamond-quilt-patterned twin seat, the INT650 harkens back to a golden era of motorcycling. The vintage-inspired aesthetics is augmented with the 36-spoke aluminum alloy rims and tires specially developed for Royal Enfield. What really brings the legend to life is the evocative exhaust note, one that meters on a power-on rumble, meant to turn heads and move your soul.",RE,"[{'label': '5 stars', 'score': 0.4491225779056549}]","[{'label': 'positive', 'score': 0.886951744556427}]"
1 miles,"$4,749 ",Meteor Stellar Red,New 2022 Royal Enfield Standard,"2022 Royal Enfield Meteor Stellar Red, 2022 Royal Enfield Meteor Stellar Red",RE,"[{'label': '5 stars', 'score': 0.3714855909347534}]","[{'label': 'neutral', 'score': 0.8937101364135742}]"
,"$5,299 ",Himalayan Rock Red,New 2022 Royal Enfield Standard,"2022 Royal Enfield Himalayan Rock Red, 2022 Royal Enfield Himalayan Rock Red",RE,"[{'label': '5 stars', 'score': 0.3188619613647461}]","[{'label': 'neutral', 'score': 0.9344437718391418}]"
1 miles,"$6,099 ",Int650 Mark 2,New 2022 Royal Enfield Standard,"2022 Royal Enfield Int650 Mark 2, 2022 Royal Enfield Int650 Mark 2",RE,"[{'label': '5 stars', 'score': 0.41809597611427307}]","[{'label': 'neutral', 'score': 0.9360805153846741}]"
1 miles,"$6,099 ",Int650 Mark 2,New 2022 Royal Enfield Standard,"2022 Royal Enfield Int650 Mark 2, 2022 Royal Enfield Int650 Mark 2",RE,"[{'label': '5 stars', 'score': 0.41809597611427307}]","[{'label': 'neutral', 'score': 0.9360805153846741}]"
2 miles,"$5,299 ",Himalayan Mirage Silver,New 2022 Royal Enfield Dual Sport,"2022 Royal Enfield Himalayan Mirage Silver, 2022 Royal Enfield Himalayan Sleet Grey",RE,"[{'label': '5 stars', 'score': 0.380843847990036}]","[{'label': 'neutral', 'score': 0.9187409281730652}]"
2 miles,"$5,299 ",Himalayan Mirage Silver,New 2022 Royal Enfield Dual Sport,"2022 Royal Enfield Himalayan Mirage Silver, 2022 Royal Enfield Himalayan Sleet Grey",RE,"[{'label': '5 stars', 'score': 0.380843847990036}]","[{'label': 'neutral', 'score': 0.9187409281730652}]"
2 miles,"$5,299 ",Himalayan Mirage Silver,New 2022 Royal Enfield Dual Sport,"2022 Royal Enfield Himalayan Mirage Silver, 2022 Royal Enfield Himalayan Pine Green",RE,"[{'label': '5 stars', 'score': 0.39188992977142334}]","[{'label': 'neutral', 'score': 0.8957906365394592}]"
10 miles,"$6,199 ",Continental GT 650,New 2022 Royal Enfield Cruiser,"The Continental GT 650 Twin echoes its predecessor's style, but it's a whole new motorcycle. Its ergonomics offers an optimum mix of steering feel and comfort. For that authentic look, the GT 650 comes with 36-spoke aluminum alloy rims & tires specially developed for Royal Enfield. The sculpted tank, weight-forward stance and rear set footrests, allow the rider to tuck-in in a classic riding position perfect for carving up the back roads or a ton of fun in the city",RE,"[{'label': '4 stars', 'score': 0.4766315817832947}]","[{'label': 'positive', 'score': 0.9023574590682983}]"
