mileage,price,BIke name,Types and Used Time,description
161 miles,"$16,295 ",GSX-R1000,  2017 Suzuki Sportbike,"2017 Suzuki GSX-R1000, 2017 Suzuki GSXR 1000- ***MINT CONDITION**** Matte Charcoal Gray/ Red, ONLY 161 ACTUAL MILES, Lowered,***NO HIDDEN FEES! *** *$199.00 Document Fee, plus Tax, Tags and Highway Use Fee! *Financing available! * We are a family owned and operated business that has over 25 years of experience in the motorcycle industry. We offer customization, race and performance modifications. We can modify your bike in any fashion to suit your style. *Call 336-300-8044 or visit www.stevegarwoodmotorsports.com Visit us at Steve Garwood Motorsports 510 National Blvd Lexington, NC 27292"
"26,000 miles","$6,500 ",Boulevard M109R,  2008 Suzuki Cruiser,"This is a wonderful motorcycle. I have had it for the last five years and have maintained it to meticulous standards. It has new rubber all the way around, oil has always been changed. Every detail of maintenance has been done. You could get on this bike and ride in New York City and not worry about it, I’m just getting too old to have it and I regret and rue the day this is happened. It’s a good bike for someone."
"29,622 miles","$3,995 ",V Strom DL 1000,  2006 Suzuki Sport Touring,
"27,944 miles","$7,495 ",GSX1300r,  2006 Suzuki Sportbike,"2006 Suzuki GSX1300r, 2006 SUZUKI HAYABUSA GSX1300R, Stretched Arm, custom paint, slip on exhaust, Custom Seats! BIKE IS A NC SALVAGE TITLE, DONT MISS OUT! ***NO HIDDEN FEES!*** *$199.00 Document Fee, plus Tax, Tags and Highway Use Fee!*We are a family owned business that has been open since 1998 and have been building strong relationships with our customers since. . *Call 704-913-5922 or 704-913-9886 or www.2ndhandcycles.com Visit us at No Limit Motorsports LLC 111 hubbard st Belmont NC 28012"
"14,800 miles","$4,600 ",DR Z 400S BASE,  2006 Suzuki Dual Sport,"If your a tall person; this bike is setup for you to standup and ride.Upgrades from new factory bike in 2007 are:46 tooth rear sprocket, taller seat, taller handle bars, rear spring RED, front springs, luggage rack(factory),new battery,shop stand, knobby tires, hand guards, plus oil filters, rear brake pads. This bike has been well maintained and is dependable when you need it. Lots of fun.Misc: owners manual, oil filters,2, rear brake pads, new. If your XL, I have a full outfit, brain bucket to boots."
391 miles,"$5,000 ",DR 350,  1992 Suzuki Dirt Bike,
1 miles,"$6,999 ",DR650S,New 2023 Suzuki Dual Sport,"2023 SUZUKI DR650S, The 2023 Suzuki DR650S remains the best all-around, dual-purpose motorcycle available today. Always an outstanding performance value, every DR650S is quality built by Suzuki and features a reliable, 644cc, oil-cooled, four-stroke, single engine carried in a strong steel, semi-double cradle frame. $8297 includes destination and assembly."
1 miles,"$7,999 ",V-Strom 650,New 2023 Suzuki Dual Sport,"2023 Suzuki V-Strom 650, Brand new 2023 Suzuki VStrom is in stock and available. Call/Click today for details. Winter Sale pricing and includes all Factory Rebates. On sale. Sale ends 03/31/2023  2023 Suzuki V-Strom 650"
1 miles,"$7,799 ",DR-Z400SM,New 2023 Suzuki Dual Sport,"2023 SUZUKI DR-Z400SM,    Key Features  Engine Features"
,"$11,799 ",GSX-R600,New 2023 Suzuki Sportbike,"Suzuki revolutionized the sportbike category with the introduction of the original GSX-R750 in 1985, and later expanded GSX-R lineage with the addition of the GSX-R600. The 2023 GSX-R600 embodies Suzuki's tradition of blending race-winning capability with impeccable street manners.;;The GSX-R600's compact, powerful, four-cylinder engine promptly reacts when you twist the throttle, while its supremely refined suspension and brakes provide precise, responsive handling. The superb ergonomics boosts control and comfort while the iconic GSX-R bodywork looks great under any of the three available paint schemes.;;The GSX-R600's race-ready look isn't manufactured, it's the true byproduct of decades of production roadracing dominance that continues to this day. For a rider considering a mid-size Supersport bike that's at home or the track or the street, there's only one choice; the Suzuki GSX-R600."
,"$11,699 ",GSX-R600,New 2023 Suzuki Sportbike,"Suzuki revolutionized the sportbike category with the introduction of the original GSX-R750 in 1985, and later expanded GSX-R lineage with the addition of the GSX-R600. The 2023 GSX-R600 embodies Suzuki's tradition of blending race-winning capability with impeccable street manners.;;The GSX-R600's compact, powerful, four-cylinder engine promptly reacts when you twist the throttle, while its supremely refined suspension and brakes provide precise, responsive handling. The superb ergonomics boosts control and comfort while the iconic GSX-R bodywork looks great under any of the three available paint schemes.;;The GSX-R600's race-ready look isn't manufactured, it's the true byproduct of decades of production roadracing dominance that continues to this day. For a rider considering a mid-size Supersport bike that's at home or the track or the street, there's only one choice; the Suzuki GSX-R600."
,"$11,699 ",GSX-R600,New 2023 Suzuki Sportbike,"Suzuki revolutionized the sportbike category with the introduction of the original GSX-R750 in 1985, and later expanded GSX-R lineage with the addition of the GSX-R600. The 2023 GSX-R600 embodies Suzuki's tradition of blending race-winning capability with impeccable street manners.;;The GSX-R600's compact, powerful, four-cylinder engine promptly reacts when you twist the throttle, while its supremely refined suspension and brakes provide precise, responsive handling. The superb ergonomics boosts control and comfort while the iconic GSX-R bodywork looks great under any of the three available paint schemes.;;The GSX-R600's race-ready look isn't manufactured, it's the true byproduct of decades of production roadracing dominance that continues to this day. For a rider considering a mid-size Supersport bike that's at home or the track or the street, there's only one choice; the Suzuki GSX-R600."
1 miles,"$7,299 ",DR-Z400SM,New 2023 Suzuki Dirt Bike,"2023 Suzuki DR-Z400SM, Brand new 2023 DRZ400SM is on sale and due to arrive 04/21/2023. Call/Email today to reserve it!  2023 Suzuki DR-Z400SM"
,"$18,799 ",Hayabusa,New 2023 Suzuki Sportbike,
,"$18,199 ",GSX-R1000R,New 2023 Suzuki Sportbike,"Suzuki revolutionized the sportbike category with the introduction of the original GSX-R750 in 1985, and then created another milestone in 2001 with the introduction of the GSX-R1000. Using the lithe chassis of the GSX-R750 and a 988cc inline four-cylinder engine design that Suzuki is renowned for, liter-class Superbike performance became available to riders everywhere."
,"$10,999 ",GSX-S1000,New 2023 Suzuki Sportbike,
,"$16,149 ",GSX-R 1000,New 2023 Suzuki Sportbike,"Suzuki revolutionized the sportbike category with the introduction of the original GSX-R750 in 1985, and then created another milestone in 2001 with the introduction of the GSX-R1000. Using the lithe chassis of the GSX-R750 and a 988cc inline four-cylinder engine design that Suzuki is renowned for, liter-class Superbike performance became available to riders everywhere.A proud member of the GSX-R family of ultra-high-performance motorcycles, the 2023 GSX-R1000's versatile engine provides class-leading power that is delivered smoothly and controllably across a broad rpm range. Like the original GSX-R1000, the 2023's compact chassis delivers nimble handling with excellent suspension feel and braking control, ready to conquer a racetrack or cruise a country road. Advanced electronic rider aids such as traction control and a bi-directional quick shifter enhance the riding experience while the distinctive, aerodynamic GSX-R bodywork slices through the wind.Equipped with Showa's Big-piston Fork plus Brembo T-drive rotors and Monobloc brake calipers the GSX-R1000 is ready for a ride through the twisties on the street or though chicanes on a track day. A new Pearl Brilliant White and Metallic Matte Stellar Blue paint scheme with contrasting blue graphics joins a dark, stealthy Metallic Matte Black No. 2 and Glass Sparkle Black body treatment that uses a slash of yellow to further define the GSX-R's race-ready appearance.And that is the point, as each GSX-R1000 is poised to Own the Racetrack, imagine what they can accomplish on the street."
,"$7,849 ",SV650 ABS,New 2023 Suzuki Standard,
,"$6,989 ",DR-Z400SM,New 2022 Suzuki Dual Sport,"2022 Suzuki DR-Z400SM,"
600 miles,"$11,750 ",GSX-R 750,  2022 Suzuki Sportbike,"Garage Kept, Very low miles, Purchased New, Never been dropped"
,"$3,899 ",RM85,New 2022 Suzuki Dirt Bike,"2022 SUZUKI RM85,   Key Features  Engine Features"
1 miles,"$7,999 ",GSX-S750,New 2022 Suzuki Sportbike,
1 miles,"$7,399 ",DR-Z400SM,New 2021 Suzuki Dual Sport,"2021 SUZUKI DR-Z400SM,    Key Features  Engine Features"
"5,100 miles","$6,250 ",DR Z 400SM,  2020 Suzuki Super Moto,"Excellent everything! Seat Concepts seat, braided brake lines, TST Industries front blinkers fender eliminator taillight and tag mount, DRC mirrors and foot pegs, 3x3 air box mod and Twin Air filter, JD Jetting jet kit, CNC extended idle adjustment screw, MRD pro exhaust, R&G sliders front and rear, new tires, fresh oil and filter change, never   rear cage."
"3,087 miles","$5,999 ",BOULEVARD C50T C50 T,  2019 Suzuki Classic / Vintage,"2019 SUZUKI BOULEVARD C50T,"
"15,000 miles","$6,900 ",BURGMAN 650 ABS EXECUTIVE,  2018 Suzuki Scooter,"Exceptional mechanical conditionlike new. Extremely well maintained. Minor scratches on front cowl.can be easily detailed. This bike is a powerful cruiser or street bike. All lights, features working properly. New tires and beautiful overall condition. Just not using it anymore.so priced for a quick sale! Come and test drive (626) 893-2354"
"1,950 miles","$9,995 ",GSX-R 750,  2017 Suzuki Sportbike,Motorcycle recently serviced by us. New battery installed and has had oil changes performed with OEM parts. 1 owner motorcycle. Motorcycle has never seen the rain and the front tire has never left the ground. Showroom condition.Not a single dent or scratch! Runs great and drives like new. Perfect graduation gift! Clean title.
"5,983 miles","$6,300 ",GSX-S 750Z,  2015 Suzuki Sportbike,"The Good: Yoshimura Alpha exhaust, Color matched bar end mirrors, Led lights, rear end plastic delete (Yoshimura), newer tires - Well taken care of and not beaten on, one year only color from Suzuki - The bad: Two scratches, shown in pictures, each is about a 1/4 inch long - Always starts, very reliable"
"8,388 miles","$2,799 ",Boulevard S40,  2009 Suzuki Cruiser,
"2,669 miles","$8,995 ",GSX-R 750,  2006 Suzuki Sportbike,"Pristine Condition.This bike has been well cared for and has only 2,669 miles on it. It runs great and has never been in an accident. It has been regularly serviced and maintained .Has a sleek black and red design with tinted windscreen. Whether you're a seasoned rider or just starting out , this bike is perfect for anyone looking for a combination of fun, performance and fuel efficiency. Don't miss out on this opportunity!"
,"$7,293 ",V-Strom 650,New 2023 Suzuki Sport Touring,"2023 SUZUKI V-Strom 650,    Key Features"
,"$7,293 ",V-Strom 650,New 2023 Suzuki Sport Touring,"2023 SUZUKI V-Strom 650,    Key Features"
,"$7,293 ",V-Strom 650,New 2023 Suzuki Sport Touring,"2023 SUZUKI V-Strom 650,    Key Features"
,"$9,993 ",GSX-R600,New 2023 Suzuki Sportbike,"2023 SUZUKI GSX-R600,    Key Features  Engine Features"
,"$7,293 ",V-Strom 650,New 2023 Suzuki Sport Touring,"2023 SUZUKI V-Strom 650,    Key Features"
,"$7,499 ",RM-Z450,New 2023 Suzuki Dirt Bike,"2023 Suzuki RM-Z450, SAVE $1500.00.  2023 Suzuki RM-Z450"
,"$8,699 ",V-Strom 650,New 2023 Suzuki Standard,"Renowned for versatility, reliability, and value, Suzuki’s V-Strom 650 models have attracted many riders who use their motorcycles for touring, commuting, or a fun ride when the spirit moves them. These are touchstone motorcycles balanced with a natural riding position, comfortable seat, and a flexible engine character that produces stress-free riding during brief daily use or a high-mile adventure."
,"$4,898 ",Burgman 200,New 2022 Suzuki Moped,"2022 SUZUKI Burgman 200,    Key Features  Engine Features"
,"$7,849 ",DR Z 400SM BASE,  2021 Suzuki Dual Sport,2021 SUZUKI DRZSM400DUAL SPORT WITH STREET TIRES ON IT NOW.Brought new in 2021.700 street miles!?ack luggage rack.Like new condition.$7849
"1,316 miles","$10,678 ",GSX-R750,  2021 Suzuki Sportbike,"In 1985, Suzuki revolutionized the sportbike category with the introduction of the original GSX-R750. The 2021 GSX-R750 continues Suzuki’s tradition of building Supersport bikes powered by strong engines carried in lightweight and nimble chassis."
"7,554 miles","$9,995 ",GSX-R 750,  2018 Suzuki Sportbike,"2018 Suzuki GSX-R 750, Leather Seats.2018 Suzuki GSX-R 750 148HP 750cc DOHC Four-Cylinder 6-Speed Manual Chain Drive Motorcycle Metallic Gray/Glass Sparkle BlackClean CARFAX.WHOLESALE DIRECT - Road Tested Only - Available 3rd Party Inspection - Auction Pricing.Seller Disclosure -"
