mileage,price,Bike,Types and Used Time,description
,"$37,999 ",RC 8C,New 2022 KTM Sportbike,"The KTM RC 8C is an ultra-lightweight, bespoke track weapon designed with one simple purpose - to decimate lap times and stamp orange authority on the starting grid. With only 100 of these rare weapons going into production, the KTM RC 8C is a highly limited, unique motorcycle aimed at a special type of rider who knows how to get his, or her, elbow down."
1 miles,"$5,999 ",390 Duke,New 2022 KTM Sportbike,"The KTM 390 DUKE is a pure example of what draws so many to the thrill of street motorcycling. This Corner Rocket maximizes enjoyment and user value, taking the honors wherever nimble handling counts. Light as a feather, powerful and packed with state-of-the-art technology, it guarantees a thrilling ride, whether you're fighting your way through the urban jungle or carving your name into a forest of bends."
"1,450 miles","$5,250 ",390 DUKE,  2022 KTM Sportbike,2022 KTM Duke 390 - Silver / Black / Orange- First owner- Low miles- Competition Werks fender eliminator kit- Akraprovic slip-on (with DB killer removed)
,"$5,799 ",RC390,New 2022 KTM Sportbike,"2022 KTM RC390,    Engine & Exhaust  Chassis"
,"$4,498 ",RC 390,New 2022 KTM Sportbike,"2022 KTM RC 390, Discount only applies with Standard Financing selection.  2022 KTM RC 390"
,"$4,498 ",RC 390,New 2022 KTM Sportbike,"2022 KTM RC 390, Discount only applies with Standard Financing selection.  2022 KTM RC 390"
,"$5,799 ",RC390,New 2022 KTM Sportbike,"2022 KTM RC390,    Engine & Exhaust  Chassis"
,"$4,498 ",RC 390,New 2022 KTM Sportbike,"2022 KTM RC 390, Discount only applies with Standard Financing selection.  2022 KTM RC 390"
,"$7,599 ",450 SX-F,  2022 KTM Dirt Bike,"2022 KTM 450 SX-F, 2022 KTM 450 SX-F"
1 miles,"$5,799 ",RC 390,New 2022 KTM Sportbike,"2022 KTM RC 390, 2022 KTM RC 390"
,"$4,299 ",65 SX,  2022 KTM Dirt Bike,"2022 KTM 65 SX, 2022 KTM 65 SX"
,"$11,299 ",890 Duke,New 2022 KTM Sportbike,"2022 KTM 890 Duke, 2022 KTM 890 Duke"
5 miles,"$12,288 ",890 Adventure,New 2022 KTM Sportbike,"2022 KTM 890 Adventure, 2022 KTM 890 Adventure"
,"$6,183 ",390 Adventure,New 2022 KTM Sportbike,"2022 KTM 390 Adventure, 2022 KTM 390 Adventure"
1 miles,"$4,799 ",RC 390,New 2022 KTM Sportbike,"2022 KTM RC 390, ""Easy Financing Available, Just Click ""Get Financing""  New 2022 KTM RC 390 Motorcycle For Sale In Myrtle Beach, SC  RedLine Powersports Myrtle Beach"
1 miles,"$6,799 ",390 Adventure,New 2022 KTM Sportbike,"2022 KTM 390 Adventure, 2022 KTM 390 Adventure"
1 miles,"$5,799 ",RC 390,New 2022 KTM Sportbike,"2022 KTM RC 390, 2022 KTM RC 390"
,"$6,183 ",390 Adventure,New 2022 KTM Sportbike,"2022 KTM 390 Adventure, 2022 KTM 390 Adventure"
32 miles,"$7,999 ",350 SX-F,  2021 KTM Mx,"2021 KTM 350 SX-F, NO ADDITIONAL FEES ON PRE-OWNED INVENTORY."
,"$3,999 ",65 SX,  2021 KTM Dirt Bike,"2021 KTM 65 SX, 2021 KTM 65 SX"
900 miles,"$8,500 ",300 XC-W TPI,  2019 KTM Dirt Bike,"$8500 CASH ONLY Original owner, low mile, 50 hrs, veteran rider, full FMF pipe, set of new tires included, must see to appreciate"
"1,600 miles","$7,800 ",300 XC-W TPI,  2019 KTM Dirt Bike,2019 KTM 300 XCW TPI Electric start Trail Tech Rad Fan Two Stroke Preformace ecu Two Stroke Preformace Medium Compression Head idle screw installed
"6,100 miles","$12,500 ",1290 SUPER ADVENTURE R,  2018 KTM Sportbike,"Clean title, one owner, well take care of.  6,100 miles. Add-ons include: heated seat, heated grip, skid plate, gps mount (no gps).  Brand nee battery, and will have new tires and oil change as well prior to sale.  I’m just down the road from the KTM I bought this new from, so I can meet you there or feel free to call them to verify the work done.  Firm on price looking for quick sale.  Can test ride with deposit in hand."
"4,429 miles","$4,797 ",RC 390 ABS,  2017 KTM Sportbike,"2017 KTM RC 390 ABS, Why buy  ? To find the PERFECT vehicle! With over 30 years in the powersports industry, Indian Motorcycle Tucson has the LARGEST selection of PRE-OWNED vehicles in the nation! Our factory trained service technicians multi-point inspect every vehicle to ensure it’s ready to ride. Don't see what you are looking for? We can FIND IT for you! We specialize in: Purchasing   Vehicles I Service for All Makes & Models I Trade-Ins I Special Financing I Assisting with Shipping all over the United States.  2017 KTM RC 390 ABS"
"13,840 miles","$9,995 ",1290 Super Duke R,  2016 KTM Sport Touring,"2016 KTM 1290 Super Duke R, CALL FOR YOUR NO HASSLE INTERNET PRICE! 50 STATE UNITS IN STOCK!  2016 KTM 1290 Super Duke R"
"2,095 miles","$7,499 ",Super Duke 990,  2008 KTM Sportbike,"2008 KTM Super Duke 990, COMING SOON!"
,"$12,149 ",350 EXC-F,New 2023 KTM Standard,"2023 KTM 350 EXC-F,"
,"$7,795 ",FREERIDE E-XC,New 2023 KTM Dirt Bike,"2023 KTM FREERIDE E-XC, -------------- CLICK FOR MORE INFO--- The KTM FREERIDE E-XC represents the latest generation of electric bikes. It features a brushless 18 kW synchronous motor in a modern FREERIDE chassis with WP XPLOR suspension front and rear, making it outstandingly agile, as well as highly dynamic with great offroad mobility. Featuring an updated brake system for 2021, the KTM FREERIDE E-XC is a true all-rounder for pure fun on every terrain."
,"$9,199 ",790 Duke,New 2023 KTM Sportbike,
698 miles,"$10,299 ",350 EXC-F,  2022 KTM Standard,"2022 KTM 350 EXC-F,"
"3,261 miles","$16,500 ",1290 SUPER DUKE R,  2020 KTM Sportbike,"Bike has been serviced regularly by KTM dealership, low miles, brand new rear tire, new battery, OEM led turn indicators, Austin Racing exhaust slip on, KTM Power Parts rear sets, Power Parts ergo seat, crash bobbins installed, radiator guard and bar end mirrors. I have a new, never   ABBA bike stand that I would give with the bike. I have the factory parts that I have removed for single person riding."
,"$3,900 ",Sx-E,  2020 KTM Dirt Bike,2020 husky mini E 50cc for sale Great conditionCharger included Smaller front wheel for purchase in addition to the bike if you want it. Encinitas
"3,480 miles","$17,900 ",1290 SUPER ADVENTURE R,  2020 KTM Dual Sport,2020 KTM Super Adventure R with only 3480 miles. Amazing bike in amazing condition. Recently serviced and ready to go.extras include Touratech upper crash barsTouratech formed skid plateASV shorty leversBlack Dog over size pegsbreakaway mirrorsluggage rack
,"$8,000 ",300 XC-W TPI,  2019 KTM Dirt Bike,"Good condition, 215 hoursFast Way hand guards, P3 Carbon skid plate and pipe guard, FMF Gnarley, TUbliss systemHave Title, can be tagged."
139 miles,"$3,999 ",65 SX,  2018 KTM Mx,
"11,032 miles","$10,500 ",1290 SUPER DUKE R,  2014 KTM Sportbike,"2014 KTM SUPER DUKE. Adult owned, never down, well maintained, and always stored indoors.CAT delete, SCR slip on, bar end mirrors, KTM powersport orange stitched seat and tail tighty.Super nice bike, fun to ride. Serious inquires only, no joy rides."
"48,500 miles","$5,850 ",990 ADVENTURE LC8,  2007 KTM Sport Touring,"This is a beautiful adventure bike. She is an old girl but still runs like a machine! She does have a little wear an tear as she has been ridden a lot. Non the less the bike run smoothly without fail. I'm selling due to the type of work I do where I am not based in one area and move around a lot, therefore not having a lot of time to ride. Please contact me for further information and photos"
,"$8,899 ",450 SX-F,New 2023 KTM Dirt Bike,"2023 KTM 450 SX-F, We arent ones to brag, but with a trophy cabinet ready to rip at the seams, the KTM 450 SX-F is the epitome of a podium hunter. With 5 AMA 450 supercross titles in the last 7 seasons, the 2023 KTM 450 SX-F rolls into the paddock already armed with the learnings of past championships - and an all-new arsenal of weaponry. Its time to extend the trophy room."
1 miles,"$7,999 ",FREERIDE E-XC,New 2023 KTM Dirt Bike,
1 miles,"$7,399 ",390 Adventure,New 2023 KTM Standard,"Gone are the days when going from A to B. The 2023 KTM 390 ADVENTURE rewrites the rulebook on what the daily commute needs to be. Merging all-road versatility and proven reliability with real-world performance, not to mention adventure-ready spoked wheels, a proven 373 cc powerplant, and a class-leading chassis, the KTM 390 ADVENTURE not only seeks out new adventures - it leaves no path unexplored."
,"$9,899 ",350 XC-F,New 2023 KTM Dirt Bike,
,"$8,999 ",Freeride E-XC,New 2023 KTM Dirt Bike,"The KTM FREERIDE E-XC represents the latest generation of KTM electric bikes. It features a brushless 18 kW synchronous motor in a modern FREERIDE chassis with WP XPLOR suspension front and rear, making it outstandingly agile, as well as highly dynamic with great offroad mobility. The KTM FREERIDE E-XC is a true all-rounder for pure fun on every terrain."
,"$12,899 ",890 ADVENTURE,New 2022 KTM Standard,"2022 KTM 890 ADVENTURE, PRICE DOES NOT INCLUDE FREIGHT AND PREP OF $889"
3 miles,"$4,099 ",Duke 200,New 2022 KTM Custom,"2022 KTM Duke 200,"
1 miles,"$5,999 ",390 Duke,New 2022 KTM Sportbike,"The KTM 390 DUKE is a pure example of what draws so many to the thrill of street motorcycling. This Corner Rocket maximizes enjoyment and user value, taking the honors wherever nimble handling counts. Light as a feather, powerful and packed with state-of-the-art technology, it guarantees a thrilling ride, whether you're fighting your way through the urban jungle or carving your name into a forest of bends."
10 miles,"$10,500 ",250 XC-W TPI,  2022 KTM Dirt Bike,"Hardly  , 10 hours, like new condition."
9 miles,"$9,000 ",300 XC TPI,  2022 KTM Dirt Bike,Only been ridden a 3-4 times and has a total of 9hrs on it.Upgrades Include:- KTM PowerParts Map Switch- KTM PowerParts Brake tip- Flo motorsports footpeg- Seat concepts complete low carbon seat (stock seat included)
900 miles,"$9,950 ",500 EXC-F,  2021 KTM Dual Sport,Bike is flawless other than a 1 in light scratch on one fender (see video). I stand behind this bike 100%. Previous owner put 600 miles on it and had already changed the oil.THIS IS AN XCF! I made an error and cannot edit!
"5,480 miles","$3,799 ",390 DUKE,New 2015 KTM Standard,
1 miles,"$12,999 ",690 SMC R ENDURO R,New 2023 KTM Standard,"2023 KTM 690 SMC R,"
,"$9,995 ",890 DUKE GP,New 2022 KTM Sportbike,"2022 KTM 890 DUKE GP, The KTM 890 DUKE GP is unparalleled in the middle-weight arena. Boasting an all-new and totally unique GP-derived CTG, a lightweight chassis providing unmatched agility in the twisties, and heavy-hitting power delivery for the straightaways, the KTM 890 DUKE GP hits as hard as youd expect - with the visual impact to match."
,"$10,999 ",890 DUKE,New 2021 KTM Sportbike,
922 miles,"$8,580 ",500 EXC-F,  2019 KTM Standard,
"4,800 miles","$12,000 ",950 SUPER ENDURO R,  2007 KTM Dual Sport,"Aboslutely mint, low low miles(4800) and all stock(except for exhaust and skid plate). Full service done 8 months ago, including carb rebuilt. Frequently ridden to keep the gas fresh and fuel stablizer added during longer storage durations. Always kept on battery tender."
1 miles,"$12,999 ",690 Enduro R,New 2023 KTM Standard,"2023 KTM 690 Enduro R,"
,"$13,549 ",500 EXC-F,New 2023 KTM Standard,"2023 KTM 500 EXC-F,"
,"$13,549 ",500 EXC-F,New 2023 KTM Standard,"2023 KTM 500 EXC-F,"
,"$12,549 ",500 EXC-F,New 2023 KTM Standard,"2023 KTM 500 EXC-F,"
1 miles,"$10,999 ",500 EXC-F,New 2023 KTM Dirt Bike,"2023 KTM 500 EXC-F, Freedom Road Financial Offer * 3.99% for 60 months at RETAIL MSRP OR $1,500 rebate off MSRP with normal financing*  Freedom Road Financial Offer* 3.99% for 60 months at RETAIL MSRP OR $1,500 rebate off MSRP with normal financing*"
1 miles,"$12,949 ",890 Duke R,New 2023 KTM Sportbike,"2023 KTM 890 Duke R,"
1 miles,"$12,949 ",890 Duke R,New 2023 KTM Sportbike,"2023 KTM 890 Duke R,"
,"$6,500 ",SX 450 F,  2019 KTM Mx,$6500. 2019 sx-450f. 80 hours on the bike. Well maintained.
,"$12,549 ",500 EXC-F,New 2023 KTM Standard,"2023 KTM 500 EXC-F,"
,"$12,549 ",500 EXC-F,New 2023 KTM Standard,"2023 KTM 500 EXC-F,"
,"$12,549 ",500 EXC-F,New 2023 KTM Standard,"2023 KTM 500 EXC-F,"
,"$12,999 ",690 SMC R ENDURO R,New 2023 KTM Sportbike,"2023 KTM 690 SMC R,"
,"$9,999 ",500 EXC-F,New 2023 KTM Dirt Bike,2023 KTM 500 EXC-F *** L.A.'s Premier KTM Dealer! *** All prices are for factory equipped vehicles only; dealer installed accessories are extra unless otherwise stated. NOTE: MSRP does NOT include factory charged freight and setup fees.
,"$11,099 ",300 XC-W,New 2023 KTM Dirt Bike,"2023 KTM 300 XC-W,"
,"$9,999 ",500 EXC-F,New 2023 KTM Dirt Bike,2023 KTM 500 EXC-F *** L.A.'s Premier KTM Dealer! *** All prices are for factory equipped vehicles only; dealer installed accessories are extra unless otherwise stated. NOTE: MSRP does NOT include factory charged freight and setup fees.
,"$12,049 ",500 EXC-F Six Days,New 2023 KTM Standard,
1 miles,"$5,699 ",85SX 17/14 85 17 14,  2022 KTM Custom,"2022 KTM 85SX 17/14,"
,"$6,999 ",125 XC,  2022 KTM Dirt Bike,
,"$4,999 ",RC 390,New 2022 KTM Sportbike,"The 2022 KTM RC 390 is a high-performance Supersports machine with its roots firmly planted on the race track. Featuring an impressive technology package, as well as race-derived styling, handling characteristics, and addictive power delivery, the KTM RC 390 is a real-world racer with undoubted pedigree."
,No Price Listed,250 SX,  2021 KTM Dirt Bike,"2021 KTM 250 SX, This 2021 KTM 250 SX is in excellent condition with only 5 hours! Please contact Tyler at (970) 498-8858 with any questions or to schedule an appointment to see it in person or for a demonstration ride. This unit as well as all our pre- owned units undergo a multi-point safety check and refurbishment service, which allows us to sell it with a 90 day limited power train guarantee (call for details).   2021 KTM 250 SX"
,"$6,994 ",125 XC,New 2023 KTM Dirt Bike,"2023 KTM 125 XC,  1-cylinder, 2-stroke engine  124.8 cm³  WP XACT-USD, Ø 48 mm  Disc brake  WP XACT Monoshock with linkage  Disc brake  6-speed  Chain: X-Ring 5/8 x 1/4 in."
,"$4,999 ",RC 390,New 2022 KTM Sportbike,"2022 KTM RC 390,  1-cylinder, 4-stroke engine  373 cm³  Liquid cooled  Bosch EMS with RBW  6-speed  Chain: 520 X-Ring  WP APEX 43  WP APEX - Monoshock"
,"$8,668 ",350 XC-F,New 2023 KTM Dirt Bike,"2023 KTM 350 XC-F,  1-cylinder, 4-stroke engine  349.7 cm³  Keihin EMS  WP XACT-USD, Ø 48 mm  Disc brake  Disc brake  101.7 kg  8.5 L  343 mm  954 mm  6-speed  Chain: X-Ring 5/8 x 1/4 in."
,"$12,649 ",300 XC-W ERZBERGRODEO 300 W ERZBERGRODEO,New 2023 KTM Mx,"2023 KTM 300 XC-W ERZBERGRODEO,  1-cylinder, 2-stroke engine  293.2 cm³  Continental EMS  WP XPLOR-USD, Ø 48 mm  Disc brake  WP Xplor PDS shock absorber  Disc brake  6-speed  Chain: X-Ring 5/8 x 1/4 in."
,"$4,699 ",65 SX,New 2023 KTM Mx,"2023 KTM 65 SX,  1-cylinder, 2-stroke engine  64.9 cm³  AET digital  XACT 35 WP Upside-Down fork, Ø 35 mm  Disc brake  XACT WP PDS mono shock  Disc brake  53 kg  3.7 L  280 mm  750 mm  6-speed  Chain: 1/2 x 1/4 in."
,"$15,199 ",890 ADVENTURE R,New 2023 KTM Dual Sport,"2023 KTM 890 ADVENTURE R,  2-cylinder, 4-stroke, parallel twin  889 cm³  Liquid cooled with water/oil heat exchanger  Bosch EMS with RBW  6-speed  Chain: 520 X-Ring"
,"$3,799 ",SX 50 - Orange / White,  2021 KTM Dirt Bike,"2021 KTM SX 50 - Orange / White,  1-cylinder, 2-stroke engine  49 cm³  XACT 35 WP Upside-Down fork, Ø 35 mm  Disc brake  XACT WP mono shock  Disc brake  41.5 kg  2.3 L  252 mm  684 mm  Single-speed automatic  Chain: 1/2 x 3/16 in."
"1,812 miles","$6,397 ",390 Adventure,  2020 KTM Sport Touring,"2020 KTM 390 Adventure, YOU ARE LOOKING AT A 2020 KTM 390 ADVENTURE WITH ONLY 1,812 MILES ON IT. IT IS WHITE AND ORANGE IN COLOR AND POWERED BY A 373CC FUEL INJECTED ENGINE AND 6 SPEED TRANSMISSION. THE BIKE COMES WITH ABS BRAKES AND 1 KEY. A BLACK DOG CYCLES SKID PLATE (390.95) HAVE BEEN ADDED TO THE BIKE. THERE ARE NO SCRATCHES, DENTS, OR DINGS THAT I CAN FIND WITH THE EXCEPTION OF TOUCHUPS ON THE TANK, HANDGUARDS, AND STRESS CRACKS ON THE WIND DEFLECTORS. THE CHROME AND ALUMINUM ARE IN GOOD CONDITION WITH THE EXCEPTION OF TOUCHUPS ON THE ENGINE GUARD. THE TIRES HAVE GOOD TREAD LEFT ON THEM."
,"$7,299 ",350 SX-F,  2018 KTM Dirt Bike,"2018 KTM 350 SX-F, *BOOK VALUE $8,815 SHIPPING, FINANCING AND EXTENDED WARRANTY MAY BE AVAILABLE.  YOU ARE LOOKING AT A 2018 KTM 350 SX-F WITH 121.1HRS ON IT. IT IS ORANGE AND WHITE IN COLOR AND POWERED BY A 350CC FUEL INJECTED ENGINE AND 5 SPEED TRANSMISSION. THERE ARE SOME EXTRAS ON THE BIKE WHICH INCLUDE FMF SLIP-ON MUFFLERS (449.95), FMF HEADERS PIPE (314.95), CUSTOM GRAPHICS (169.95), ORANGE BILLET RISERS (189.95), PEGS (84.95), AND LEVERS (59.95). THE BIKE HAS LIGHT SCUFFS ON THE PLASTICS. THE CHROME AND ALUMINUM HAVE A SMALL IMPRESSION ON THE HEADER PIPE. THE TIRES HAVE GOOD TREAD LEFT ON THEM."
