mileage,price,Bike name ,Time of USed,description
"3,300 miles","$9,900 ",MONSTER 821,  2018 Ducati Sportbike,"Selling my pristine 2018 Ducati Monster 821, in Ducati Yellow with matching yellow rear mono-shock. This bike is I purchased this bike certified pre-owned in November 2021 from Ducati Miami, and spared no expense in the original purchase. Ducati Miami has done all service since then in the 1k miles and little over a year I've owned it. The warranty will transfer on sale, clean Florida title with no liens, never been down, in nearly new cosmetic condition and ready to ride, always stored in heavy duty cover or inside. It pains me to sell it, but I'm going to be living on the road for much of the next year, and it's a bigger loss to have the bike sit in storage un .About the bike itself Amazing power to weight ratio with 3 different riding modes that are customizable to your preferences. The bike has not been tracked yet, but don't let that stop you. Great all around cruiser, comfortable on longer distances, and handles city riding no problem. I've owned a dozen different bikes over the last 15 years, this is by far the most enjoyable one to ride. No known issues with the bike. If anything comes up for the next owner, expect it to be covered by the ongoing factory warranty from Ducati (take it to any Ducati dealer/authorized servicer). The tire and wheel warranty is great and has 3+ years left—any flat tire or wheel damage is covered incuding 100 towards towing the bike to the nearest authorized center. I had a leaking flat last fall, and they towed and put on a new tire no issue (rear tire now has"
"12,854 miles","$10,100 ",MULTISTRADA 950,  2018 Ducati Sport Touring,"2018 Ducati Multistrada · Driven 12,854 milesCross country ready 2018 Ducati Multistrada 950 in A+A+ Excellent condition. Never wrecked. Numerous upgrades and maintained with royalty. I only use OEM Ducati parts for engine and valvetrain maintenance. 12,854 miles. Has an upright comfortable seating position, no leaning over. It is supremely comfortable with the custom Corbin seat. It massive amounts of low end power and torque likely more than anyone would ever need. Custom paint and a brand new never   matching corbin seat.Upgrades and maintenance:New brake pads front and rearRecent oil, filter changeNew seals in front forksHella driving lights $$$Hard luggage with mount $$$HandguardsComplete offroad armor $$$Cat delete with computer update (no check engine light) $$$Custom Ducati green paint with retro decals90% tread on tiresBrand new Corbin seat $$$Custom mirrors $$$Low profile windscreen (I have several others that go with it)Chain has at least 60% life New air filterNew batteryThis Multistrada has been garage kept and babied. I have put less than 1500 miles on it. There is absolutely zero issues and it's in excellent very well maintained condition. No lien. Title in hand."
"6,600 miles","$15,500 ",MULTISTRADA 1200 S TOURING,  2017 Ducati Sport Touring,"2017 Ducati Multistrada 1200 S Volcano Grey – 6617 miles – Excellent conditionPurchased new 10/2018, Hard Saddle Bags, Heated Grips, Center Stand, Optional Cargo Rack w/Trunk. New Pirelli Angel GTII Tires under 600 miles old. This motorcycle is all stock and not a scratch on it. Serviced each season at Ducati Detroit Dealership. Transferable Ducati Factory Extended Warranty coverage thru 10/24. The Multistrada 1200 S takes riding beyond all the barriers of compromise. Nothing stands in your way. Unbeatable on tarmac, perfect and comfortable for long-distance travelling, fun off the road and agile through town. Thanks to the Ducati Testastretta DVT engine, cutting-edge Ducati Skyhook Suspension (DSS) Evo and refined electronics, there are no limits to the versatility of this true multibike. Just get on and head where you want.A concentration of innovations, advanced technology and refined style. This is the Multistrada. A bike that elevates the riding experience to a dimension without compromise. No sacrifice with the Ducati Testastretta DVT engine. Power, torque and fluidity are guaranteed by an innovative double variable valve timing system that gives perfect distribution with each change in speed. No sacrifice in terms of riding precision. The ABS cornering, Ducati Wheelie Control and Öhlins suspension communicate perfectly with the Bosch inertial platform to ensure stability and safety when turning or riding in a straight line, as well as when braking and accelerating. No sacrifice in terms of style. A dynamic, fluid and technological design, LED headlights and state-of-the-art full-TFT colour instrumentation make for breath-taking appeal and attention to detail.Dynamic, sophisticated, technologically advanced, unique; in two words: Italian StyleFlowing lines and essential surfaces create a volume difference between the front and rear: the final result is a dynamic, sporty design. The striking front view with a colour-matched ""beak"", embellished by the signature Ducati logo, is characterised by an aggressive, high-tech headlight which, together with the compact rear light with light-guide effect, are iconic features of the Multistrada. The muscular front is in contrast with the streamlined tail, enhanced by the low-slung exhaust: made of top quality die-cast aluminium, it is left in full view to integrate the side luggage supports.Ducati Testastretta DVTThe Multistrada 1200 is powered by the brand-new revolutionary Ducati Testastretta DV"
"11,952 miles","$11,495 ",Multistrada 1200 S Iceberg White,  2016 Ducati Sport Touring,"2016 Ducati Multistrada 1200 S Iceberg White, 2016 Ducati Multistrada 1200 S"
"10,500 miles","$7,900 ",Monster 821,  2015 Ducati Sportbike,"2015 Ducati Monster 821.  Google the reviews, this year and model bike is a gem!  Low center of gravity, very easy to maneuver with agility, and tons of torque on tap.  I've never enjoyed a bike as much as this Ducati Monster.  Gianelli exhaust sounds absolutely badazz.  Best SOUNDING bike on the road, I get constant compliments.  It looks like it costs a fortune and it's an exotic brand so most people assume it's like a $30k bike.  Chicks dig it.  Rear end package, safety package, Brembo ABS.  Brand New rear tire!  Brand New battery!  Always kept covered or garaged and on a battery tender.  Was my main source of transportation so it's never sat unridden and gotten gummed up (the worst thing you can do for a Ducati is NOT ride it).  Even though I rode it almost daily, my commutes are short so the miles are very low. Brand New brake job front and rear!  Upgraded levers.  I have all receipts for maintenance, all done by the dealer.  I love this bike and you will too.  I'm only selling it because I need a car for work."
"9,000 miles","$10,200 ",DIAVEL CROMO,  2013 Ducati Sportbike,"Rare, 2013 Diavel Cromo, adult ridden with extras. Small detailed polished items, quick change rear sprocket, spare touring seat, windshield, rear passenger backrest, rear Pitbull stand, lithium battery, spare key, full Termi exhaust, recent tires and front fork seals and fresh oil change. I welcome pre-purchase inspection at local dealer. You would be hard pressed to find a similar bike in this condition. Always garaged kept and covered. Selling for lack of riding and other interests. Serious inquiries only as I don't need to sell. Thank you for looking."
"8,500 miles","$11,000 ",SPORTCLASSIC GT1000,  2008 Ducati Classic / Vintage,"2008 Ducati GT1000 Sport Classic Rides great!Second ownerAppreciating annually Low milage 8,500 milesRizoma reservoirs Rizoma bar ends turn signals Woodcraft Clip ons OZ lightweight forged wheels Ohlins suspension Ohlins steering stabilizer Termignoni exhaustDunlop Q4 tiresLuimoto suede seatAlso included, additional Corbin comfort seatOriginal keys and Ducati key code card If you are reading this ad, it is still availableCALLS ONLYNO TEXTSNO EMAILS Price is firm No tradesNo shipping"
926 miles,"$9,998 ",MONSTER 1000S,  2008 Ducati Sportbike,"2008 Monster S2R 1000 926 Miles. Like new. Engine starts and runs as new. Too much power for me, so never run hard. No exhaust smoke. Sounds great. Always covered in garage. Carbon Fiber chain cover, valve covers, rear fender. Improved signal lights and horn. Aluminum front sprocket cover. Recent inspection. Never in water or rain and never dropped. All lights and electronics function perfectly. Solid and adjustable suspension.PurchaseDate 3Mar2009Frame# ZDM1RABP38B115397Engine# RAB8043587ElectronicCode# 34996MechanicalCode# F8283KeyCode# F8283"
500 miles,"$23,700 ",PANIGALE V4,  2023 Ducati Sportbike,"New 2023 Ducati Panigale V4 Two Year Full Factory Warranty! Only 500 miles! * Mods New WRS Racing Medium Smoke Screen $247* Mods New Rizoma Brake Lever Adaptor $ 45* Mods New NRC Turn Signal $120* Mods New Arrow Mirrors $263* Mods New Fulcrume Forged Carbon Titanium Tail Tidy $367* Mods New V4evo Phone Holder $171* Mods New Ducati Tank Pad Carbon $100$23,700 OBO, Contact Richard, 305-988-1060"
2 miles,"$26,295 ",Multistrada V4 S Travel & Radar,New 2022 Ducati Standard,
"13,200 miles","$18,211 ",STREETFIGHTER V4S,  2021 Ducati Sportbike,"Attorney owned 2021 Ducati Streetfighter V4S with 2 year extended warranty till 2024, registration just renewed, Ohlin fully adjustable electronic suspension with 6 rider modes including track and race, Marchisini wheels, Brembo brakes, bar end Mirrors, Pirelli Diablo Corsa Rosso II tires, well maintained at Pro Italia, custom graphics. I need more room for another bike and this has to go. Make an offer."
"3,954 miles","$15,497 ",XDIAVEL DARK,  2021 Ducati Cruiser,"I’ve been riding since I was 15 years old and this is by far the best, fastest accelerating and most comfortable bike I’ve ever ridden. The only reason for selling is my declining health.This an exhilarating ride . Under 4,000 miles and in perfect condition make it practically brand new and has been .It's sleek, matt-black design exudes power, sophistication and lots of attention wherever you ride. And with a powerful 1262cc twin that delivers 152 horsepower and 95 lb-ft of torque, you’ll have no trouble leaving other riders in the dust, especially coming out of curves.I’ve ridden this bike through some of the most stunning canyon-carving roads in the mountains of central California. This bike is a beast. Whether you’re looking to tear up the canyon roads or simply cruise through town in style, this bike will easily become your next obsession."
"14,417 miles","$16,799 ",MULTISTRADA 1260 PIKES PEAK,  2019 Ducati Sport Touring,
"1,408 miles","$8,699 ",Scrambler Full Throttle,  2018 Ducati Standard,"2018 Ducati Scrambler Full Throttle, PLEASE NOTE! VEHICLE SHIPS OUT OF RENO, NV. SHIPPING DIRECT TO PURCHASER’S DOORSTEP AVAILABLE NATIONWIDE.   2018 Ducati Scrambler Full Throttle"
"7,000 miles","$7,197 ",MONSTER + 797,  2017 Ducati Standard,"DUCATI MONSTER 797+ 2017ABSOLUTELY PRISTINE! BETTER THAN SHOW ROOM NEW. 6,900 LOW MILES, ABS, HEATED GRPS, TERMIGNONI EXHAUST, TAIL TUCK, GUARDS, RED WHEELS, EVPOVICH LEVERS, ETC.DIrect Wire Transfer is the only form of payment that I will accept. I will not send you the bike with a Cashier's Check. If you get a loan from the Bank, and Your BANK sends the payment that will do."
"3,840 miles","$18,000 ",PANIGALE 959 CORSE,  2017 Ducati Sportbike,"2018 Ducati 959 Panigale Corse Track bikeoverall excellent condition (some minor scrapes and blemishes)1/2 street miles, 1/2 track milesall part from stock are included (wheels, swing arm, small parts, etc.)bike runs excellent and has all installs and maintenance done by a Corse mechanicwilling to transport to you, wishing reasonNever been dropped never has issues. upgrades include:single sided swing arm with adjustable linkageaustin racing GP0 exhaustmotoxpricambi custom race plastics with tank coverraceseats.it race with with tank extendermarchesini forged aluminum wheels (from V4R, with Pirelli Diablo superbike slicks)rapid bike evo autotunerBSD abs deleteBSD up/doen quickshifter with autoblipperlightech R rearsetsBrembo billet race brake and clutch masterOberon clutch slavecustom braided brake lines with abs deleteDucabike clip-onsJetprime/ducabike race buttonsignition delete with button start"
