mileage,price,Bike,Types and Used Time,description
"5,344 miles","$12,999 ",S 1000 R,  2015 BMW Standard,"A roadster, reduced to the essentials: maximum performance. 160 bhp, 83 lb/ft torque and a power-to-weight ratio of 2.85 pounds per bhp - and the competition disappears in the rear mirror."
"55,903 miles","$12,900 ",K 1600 GT,  2015 BMW Sport Touring,Factory premium options
"19,200 miles","$13,999 ",HP4 BASE,  2014 BMW Sportbike,
"24,500 miles","$13,950 ",R1200,  2014 BMW Dual Sport,
"9,497 miles","$14,999 ",S1000RR,  2012 BMW Sportbike,Now available is our ultra rare fire blue S1000RR. This bike was just inspected by BMW and is ready to ride. It has BRAND NEW tires on it. The bike also has a slip on Akrapovic exhaust and blue led headlight bulbs! Now is your chance to own a piece of BMW history.
"29,587 miles","$7,900 ",R 1200 RT,  2012 BMW Sport Touring,
"23,700 miles","$9,250 ",R 1200 RT,  2012 BMW Sport Touring,
"32,000 miles","$6,200 ",R 1200 C,  1999 BMW Cruiser,
"54,596 miles","$3,500 ",R 1100 RS,  1994 BMW Sport Touring,
"53,000 miles","$18,999 ",R 69 US,  1960 BMW Classic / Vintage,
15 miles,"$27,020 ",K 1600 B,New 2023 BMW Touring,
15 miles,"$12,501 ",F 900 R,New 2023 BMW Dual Sport,
15 miles,"$24,170 ",R 1250 GS,New 2023 BMW Standard,
6 miles,"$29,480 ",K 1600 GTL,New 2023 BMW Touring,
,"$30,275 ",K 1600 GTL,New 2023 BMW Sport Touring,"The BMW K 1600 GTL;;Traveling together;;There is a German proverb along the lines of “anyone who travels with ambitions never travels alone. This is especially true when you are traveling with someone else. The BMW K 1600 GTL represents both these elements. It offers performance touring that leaves no wishes unfulfilled. Its powerful six-cylinder engine now delivers dynamism and superior character: thanks to the comfortably designed vehicle geometry, you can enjoy every mile. - The cockpit has also been redesigned. it has been entirely geared towards interaction with you so you can enjoy every tour even more consciously and intensively. Because traveling together starts here - truly in the spirit of #RideAndShare."
5 miles,"$25,145 ",R 1250 GS Adventure Rally,New 2023 BMW Dual Sport,"The world is there to be discovered. There’s always something new. The R 1250 GS is the queen of the touring enduro It’s just made for impassable routes, adverse conditions and the most remote destinations. That is why we have further optimized the high standard of touring suitability and comfort. From driver assistance systems, lighting technology and advanced riding modes to a USB socket, the R 1250 GS Adventure offers you everything you need to explore unknown places. And thanks to the powerful boxer engine with BMW ShiftCam, you can reach any destination with ease."
,"$20,430 ","R18 Classic, Demo Model",New 2023 BMW Cruiser,"The R 18 Classic is a modern cruiser with a nostalgic sense of BMW design. It reminds one of the first BMW cruisers suitable for touring. It also invokes timeless marks of our motorcycle history, such as with the white double pinstripe found on the R 18 Classic First Edition. The heart of the machine is obviously the boxer engine with the most displacement we have ever built. It is designed for relaxing tours and pure enjoyment.The R 18 combines many iconic hallmarks of BMW history such as the open drive shaft. We have worked these characteristic features over and brought them into the present. Click on the Specifications tab to learn all about the technical data."
,"$15,785 ",R nineT Scrambler,New 2023 BMW Standard,"IN STOCK- POWERFUL, ROBUST, CREATIVE"
,"$24,730 ",S 1000 RR,New 2023 BMW Standard,THE SUPERBIKE OF SUPERLATIVES.
800 miles,"$35,000 ",R 1250 GS ADVENTURE,  2022 BMW Touring,
,"$20,500 ",S 1000 RR,  2022 BMW Sportbike,
"5,584 miles","$24,000 ",R 1250 GS ADVENTURE,  2020 BMW Dual Sport,
"22,000 miles","$20,500 ",R 1250 1250 R,  2020 BMW Dual Sport,
"13,500 miles","$17,950 ",R 1250 1250 R,  2019 BMW Sport Touring,
"8,100 miles","$18,000 ",K 1600 B,  2018 BMW Sport Touring,
"5,217 miles","$4,500 ",G 310,  2018 BMW Standard,
"8,500 miles","$18,400 ",K 1600 GT,  2018 BMW Touring,
"5,000 miles","$17,750 ",K 1600 GTL,  2018 BMW Touring,
"61,546 miles","$13,500 ",R 1200 GS ADVENTURE,  2017 BMW Dual Sport,
,"$9,900 ",R 1200,  2011 BMW Sport Touring,THE
"21,371 miles","$4,200 ",K 1200 R,  2007 BMW Sport Touring,
"1,920 miles","$14,000 ",R 1200 C,  2004 BMW Touring,
15 miles,"$6,485 ",G 310 GS,New 2023 BMW Standard,
4 miles,"$15,860 ",R Ninet Scrambler 719 Pollux Metallic / Light Whit,New 2023 BMW Standard,
5 miles,"$23,995 ",R18B,New 2023 BMW Standard,"The BMW R 18 B;;Raw power - pure soul;;The R 18 B brings together full Boxer power with BMW Motorrad touring history and the emotional character of the R 18 family. The large front end featuring a fork-mounted fairing and low windscreen demonstrate a strong character. The 1802 cc of the black Big Boxer leaves no room for speculation. Still, it's not all about displacement. The R 18 B goes significantly further. It's made for customizing. Turn it into your unique bike and bring out the #SoulFuel."
,"$24,170 ",R 1250 GS Rallye,New 2023 BMW Dual Sport,"Unbridled curiosity, the courage to discover something new again and again: This is what the R 1250 GS stands for. It has been an icon for four decades - and still continues to inspire with new features. The new LED light design gives it a brilliant appearance and offers maximum visibility: This is ensured by the LED swivelling headlights with adaptive headlights. Additional equipment such as seat heating give you extra comfort and, thanks to the seven riding modes, you can master any driving situation with confidence. With this GS, your thirst for discovery knows no bounds. You live the #SpiritOfGS."
1 miles,"$12,835 ",F 750 GS Triple Black,New 2023 BMW Dual Sport,"Take a short break from everyday life. Expand your horizons. With the BMW F 750 GS. The adventure bike masters the routes. The comprehensive standard equipment with ABS Pro, Dynamic Traction Control (DTC) and LED indicators, as well as the optional Ride Modes Pro, leaves nothing to be desired. And the “extra low” seat height as special equipment makes embarking on your next adventure easier than ever before. So climb on the F 750 GS and experience the #SpiritofGS."
201 miles,"$6,040 ","G310GS, Demo Model 310 GS",New 2023 BMW Dual Sport,"A THIRST FOR ADVENTURE EVERY DAY.Be spontaneous. Break the routine. With the BMW G 310 GS, your everyday life becomes an adventure. Thanks to the optimized engine with Ride by Wire and a slipper clutch, you can master the urban jungle and make trips into the surrounding areas. Your adventure doesn’t have to be big to be unforgettable. The key is to experience the #SpiritOfGS every day."
201 miles,"$5,535 ","G310R, Demo Model 310 R",New 2023 BMW Standard,"Wake up with a smile on your face. Because every day is an opportunity to try something new – with the BMW G 310 R. It is an intuitive, agile ride thanks to the optimized engine with Ride by Wire and slipper clutch, whether you are off to work, to an appointment, or out of the city. Experience the maneuverability, easy handling, and sportiness of the G 310 R and surpass yourself with it every single day."
,"$15,190 ",R nineT Scrambler,New 2023 BMW Standard,"IN STOCK- POWERFUL, ROBUST, CREATIVE"
6 miles,"$21,695 ",R18 C BASE,New 2022 BMW Cruiser,
"4,994 miles","$25,000 ",K 1600 GRAND AMERICA,  2022 BMW Touring,
434 miles,"$28,000 ",K 1600 GRAND AMERICA,  2022 BMW Touring,
212 miles,"$17,900 ",R 18 B Manhattan Metallic Matt,New 2022 BMW Cruiser,"The R 18 B brings together full Boxer power with BMW Motorrad touring history and the emotional character of the R 18 family. The large front end featuring a fork-mounted fairing and low windscreen demonstrate a strong character. The 1802 cc of the black Big Boxer leaves no room for speculation. Still, it’s not all about displacement. The R 18 B goes significantly further. It’s made for customizing. Turn it into your unique bike and bring out the #SoulFuel."
,"$23,599 ",R 18 Transcontinental Manhattan Metallic Matt,New 2022 BMW Cruiser,"The R 18 Transcontinental offers you exclusive and luxurious traveling. As a member of the R 18 family it represents BMW Motorrad’s tradition and is deeply rooted in the here and now: its unmistakable front end with the tall windscreen and the mighty Big Boxer promise a comfortable, powerful ride for miles. The automatic load compensation feature accurately adapts the chassis to the load applicable to the motorcycle. And thanks to it being prepared for customizing you can define your R 18 Transcontinental according to what you will discover on every trip: yourself. Simply put: classic #SoulFuel."
201 miles,"$17,765 ","R1250R, Demo Model 1250 R",  2022 BMW Standard,"The R 1250 R is designed for a dynamic appearance. Equipped with the all-new Boxer engine – with a maximum torque of 105 lb-ft, the reworked engine delivers more power than ever before. The variable camshaft control BMW ShiftCam is innovative technology that offers optimum performance in every engine speed range. During a relaxed cruise or a sporty tour, experience the pure thrill of riding along with the typical punch of the Boxer engine."
201 miles,"$27,640 ","K1600GTL, Demo Model 1600 GTL",  2022 BMW Touring,"TRAVELING TOGETHERThere is a German proverb along the lines of “anyone who travels with ambitions never travels alone.” This is especially true when you are traveling with someone else. The BMW K 1600 GTL represents both these elements. It offers performance touring that leaves no wishes unfulfilled. Its powerful six-cylinder engine now delivers dynamism and superior character: thanks to the comfortably designed vehicle geometry, you can enjoy every mile. – The cockpit has also been redesigned. it has been entirely geared towards interaction with you so you can enjoy every tour even more consciously and intensively. Because traveling together starts here – truly in the spirit of #RideAndShare."
"1,200 miles","$24,500 ",R 1250,  2022 BMW Dual Sport,
250 miles,"$9,245 ",F 900 R Black Storm Metallic,New 2022 BMW Standard,"The pure and powerful design of the F 900 R simply demands to be challenged. This dynamic roadster gives you the opportunity to get your adrenaline racing. The F 900 R responds with precision and accuracy. This means that you can engage its power intuitively, as if translating your thoughts directly into riding pleasure. The F 900 R supports you with lightning technology and connectivity."
"13,000 miles","$18,000 ",R 1250 GS,  2021 BMW Sport Touring,Great deal
"17,200 miles","$19,000 ",R 1250 1250 R,  2019 BMW Dual Sport,
"11,700 miles","$9,600 ",R NINET SCRAMBLER,  2019 BMW Standard,
"2,500 miles","$14,500 ",S 1000 XR,  2018 BMW Sport Touring,
"13,500 miles","$10,000 ",R 1200,  2018 BMW Standard,
"12,000 miles","$17,500 ",R 1200 GS ADVENTURE,  2018 BMW Dual Sport,
,"$8,500 ",F 800 GS TROPHY,  2017 BMW Dual Sport,
"24,346 miles","$16,995 ",K 1600 GTL,  2016 BMW Custom,
,"$11,200 ",K 1600 GT,  2015 BMW Sport Touring,
266 miles,"$11,000 ",R NINET,  2015 BMW Classic / Vintage,
"32,700 miles","$11,500 ",K 1600 GTL,  2012 BMW Sport Touring,
"28,328 miles","$12,999 ",K 1300 S,  2012 BMW Dual Sport,
"65,600 miles","$6,995 ",F 800 GS,  2012 BMW Touring,
"17,740 miles","$10,500 ",S 1000 RR,  2010 BMW Sportbike,
"37,800 miles","$4,600 ",K 1200 RS,  2002 BMW Sport Touring,
15 miles,"$10,215 ",F 900 R,New 2023 BMW Dual Sport,
1 miles,"$25,145 ",R1250 GS ADVENTURE,New 2023 BMW Dual Sport,"The BMW R 1250 GS Adventure;;No destination is too far;;The world is there to be discovered. There's always something new. The R 1250 GS is the queen of the touring enduro It's just made for impassable routes, adverse conditions and the most remote destinations. That is why we have further optimized the high standard of touring suitability and comfort. From driver assistance systems, lighting technology and advanced riding modes to a USB socket, the R 1250 GS Adventure offers you everything you need to explore unknown places. And thanks to the powerful boxer engine with BMW ShiftCam, you can reach any destination with ease. Because we know: Your ideas for travelling the world are endless. Just typical #SpiritOfGS."
